name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
"Jadeite Jade & Diamond ring, Platinum Size 9","$7,950",https://www.1stdibs.com/jewelry/rings/signet-rings/jadeite-jade-diamond-ring-platinum-size-9/id-j_27077992/,"Diamond , Jade",Trillion,,G,,Platinum,,,9,Ring,1stdibs
GIA Unheated 2.01 ct 18K Gold Afghanistan Pigeon Blood Ruby Engagement Ring,"$8,400 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/gia-unheated-201-ct-18k-gold-afghanistan-pigeon-blood-ruby-engagement-ring/id-j_27112002/,"Diamond , Ruby",Emerald,,,2.01,"Gold , 18k Gold , White Gold",White,18k,6.5,Ring,1stdibs
TIFFANY & Co. Paloma Picasso 18K Gold Chalcedony Sugar Ring 7,"$1,600",https://www.1stdibs.com/jewelry/rings/solitaire-rings/tiffany-co-paloma-picasso-18k-gold-chalcedony-sugar-ring-7/id-j_26395252/,Chalcedony,Cabochon,,,,18k Gold,,18k,7,Ring,1stdibs
Ring with old mine cut diamond up to 1.00ct 14k yellow gold 5.5 grams,"$1,889",https://www.1stdibs.com/jewelry/rings/solitaire-rings/ring-old-mine-cut-diamond-up-to-100ct-14k-yellow-gold-55-grams/id-j_26982122/,Diamond,Old Mine,,G,1.00,"14k Gold , Yellow Gold",Yellow,14k,7.25,Ring,1stdibs
Old European Cut Diamond Engagement Ring in Platinum,"$5,000",https://www.1stdibs.com/jewelry/rings/engagement-rings/old-european-cut-diamond-engagement-ring-platinum/id-j_11230142/,Diamond,Old European,,,1.05,Platinum,,,,Ring,1stdibs
Cartier Vintage Trinity Tri Color 3 Millimeter Each Band 18 Karat Gold Ring,"$2,450",https://www.1stdibs.com/jewelry/rings/band-rings/cartier-vintage-trinity-tri-color-3-millimeter-each-band-18-karat-gold-ring/id-j_20682252/,,,,G,,"Gold , 18k Gold , Rose Gold , White Gold , Yellow Gold",White,18k,5,Ring,1stdibs
1ct Diamond engagement ring Victorian style ring platinum,"$11,200",https://www.1stdibs.com/jewelry/rings/engagement-rings/1ct-diamond-engagement-ring-victorian-style-ring-platinum/id-j_25341962/,Diamond,Oval,,,1,Platinum,,,7,Ring,1stdibs
HRD 14K 10.63 ct Natural Color Play Black Opal Diamonds Cocktail Ring,"$12,000 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/hrd-14k-1063-ct-natural-color-play-black-opal-diamonds-cocktail-ring/id-j_27327142/,"Black Opal , Opal , Diamond",Cabochon,,,10.63,"White Gold , 14k Gold , Gold",White,14k,6.5,Ring,1stdibs
Vintage Signet Men Ring 4ct natural Onyx solid 18K Gold Ø US 10.75 / 4.9gr,"$1,175",https://www.1stdibs.com/jewelry/rings/signet-rings/vintage-signet-men-ring-4ct-natural-onyx-solid-18k-gold-us-1075-49gr/id-j_26571192/,Onyx,Square,,G,4,18k Gold,,18k,10.75,Ring,1stdibs
14K Solid White Gold Diamond Ring with Ruby,"$2,000",https://www.1stdibs.com/jewelry/rings/cluster-rings/14k-solid-white-gold-diamond-ring-ruby/id-v_25897472/,"Diamond , Ruby",Rose,,,,14k Gold,,14k,6.5,Ring,1stdibs
18 Karat Lovely Flower Ring Purple Amethyst and Pink Sapphire natural gemstones,"$2,850",https://www.1stdibs.com/jewelry/rings/fashion-rings/18-karat-lovely-flower-ring-purple-amethyst-pink-sapphire-natural-gemstones/id-j_26929002/,"Amethyst , Pink Sapphire",Pear,,G,,18k Gold,,18k,7,Ring,1stdibs
"Bochic “Capri” Vintage Sapphire, Emerald & Ruby Ring Set In 18K Gold & Silver","$1,016 Sale Price",https://www.1stdibs.com/jewelry/rings/dome-rings/bochic-capri-vintage-sapphire-emerald-ruby-ring-set-18k-gold-silver/id-j_27113552/,"Emerald , Ruby , Sapphire",Brilliant,,,,"18k Gold , Silver",,18k,7,Ring,1stdibs
"Antique 9ct Gold, Early Victorian Seed Pearl & Carnelian Spinner Memorial Ring","$1,716",https://www.1stdibs.com/jewelry/rings/signet-rings/antique-9ct-gold-early-victorian-seed-pearl-carnelian-spinner-memorial-ring/id-j_26384822/,"Carnelian , Pearl",Mixed,,,9,"Gold , 9k Gold",,9k,8,Ring,1stdibs
Platinum Old Cut Diamond Five Stone Ring Early 1900,"$5,415",https://www.1stdibs.com/jewelry/rings/engagement-rings/platinum-old-cut-diamond-five-stone-ring-early-1900/id-j_27336092/,Diamond,Old European,,,1.6,Platinum,,,7.75,Ring,1stdibs
"Antique 18ct Gold & Platinum, Diamond Belle Époque Ring, Three Stone Ring","$1,997",https://www.1stdibs.com/jewelry/rings/three-stone-rings/antique-18ct-gold-platinum-diamond-belle-epoque-ring-three-stone-ring/id-j_26228132/,Diamond,Old European,,,18,Platinum,,18k,6.75,Ring,1stdibs
TIFFANY & Co. Etoile Platinum .57ct Diamond Engagement Ring 6.25,"$4,500",https://www.1stdibs.com/jewelry/rings/engagement-rings/tiffany-co-etoile-platinum-57ct-diamond-engagement-ring-625/id-j_26264862/,Diamond,Round,,,57,Platinum,,,6.25,Ring,1stdibs
TIFFANY & Co. Elsa Peretti Platinum .10ct Diamond Stacking Band Ring 5,"$1,300",https://www.1stdibs.com/jewelry/rings/wedding-rings/tiffany-co-elsa-peretti-platinum-10ct-diamond-stacking-band-ring-5/id-j_26265522/,Diamond,Round,,,10,Platinum,,,5,Ring,1stdibs
18K Gold 1.06ct Heart Pigeon's Blood Ruby & 0.58ct Diamond Fine Ring,"$4,300 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/18k-gold-106ct-heart-pigeons-blood-ruby-058ct-diamond-fine-ring/id-j_26097452/,"Diamond , Ruby",Heart,,G,1.06,18k Gold,,18k,7.5,Ring,1stdibs
"Set in 18K Gold, 7.44 carats, Morganite, Pink Sapphires & Diamonds Cocktail Ring","$6,900",https://www.1stdibs.com/jewelry/rings/engagement-rings/set-18k-gold-744-carats-morganite-pink-sapphires-diamonds-cocktail-ring/id-j_26726822/,"Diamond , Morganite , Pink Sapphire",Marquise,,G,7.44,"18k Gold , Rose Gold",Rose,18k,6,Ring,1stdibs
GIA Certified 2.20ct Fancy Light Brown Yellow Diamond Ring 14kt Gold,"$22,000",https://www.1stdibs.com/jewelry/rings/solitaire-rings/gia-certified-220ct-fancy-light-brown-yellow-diamond-ring-14kt-gold/id-j_21385842/,Diamond,Round,,G,2.20,"14k Gold , White Gold",White,14k,6.75,Ring,1stdibs
TIFFANY & Co. Etoile 18K Gold Diamond 8mm Band Ring 11,"$3,900",https://www.1stdibs.com/jewelry/rings/band-rings/tiffany-co-etoile-18k-gold-diamond-8mm-band-ring-11/id-j_26235142/,Diamond,Round,,,,Platinum,,18k,11,Ring,1stdibs
Platinum Art Deco 1.17ctw European & Marquise Cut Diamond Ring,"$3,146 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/platinum-art-deco-117ctw-european-marquise-cut-diamond-ring/id-j_20362602/,Diamond,Old European,,,1.17,Platinum,,,8,Ring,1stdibs
"Antique 18ct Gold & Platinum, Edwardian era Aquamarine and Diamond Cluster Ring","$3,237",https://www.1stdibs.com/jewelry/rings/cluster-rings/antique-18ct-gold-platinum-edwardian-era-aquamarine-diamond-cluster-ring/id-j_26071152/,"Aquamarine , Diamond",Round,,,18,Platinum,,18k,7,Ring,1stdibs
*Final Call* IGI 7.00 Ct 14K Dual Color Zambia Vivid Emerald Engagement Ring,"$8,400 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/final-call-igi-700-ct-14k-dual-color-zambia-vivid-emerald-engagement-ring/id-j_26607572/,Emerald,Emerald,,,7,"White Gold , Rose Gold , 18k Gold , Gold",White,18k,6.5,Ring,1stdibs
"18ct Gold, ADORE Amethyst, Diamond, Opal, Ruby & Emerald Ring Hallmarked 1911","$1,370",https://www.1stdibs.com/jewelry/rings/engagement-rings/18ct-gold-adore-amethyst-diamond-opal-ruby-emerald-ring-hallmarked-1911/id-j_26213822/,"Amethyst , Diamond , Emerald , Opal , Ruby",Round,,,18,"Gold , 18k Gold",,18k,6,Ring,1stdibs
Victorian ring with pearl and old mine cut diamonds up to 2.00ct 18k gold,"$2,888",https://www.1stdibs.com/jewelry/rings/cocktail-rings/victorian-ring-pearl-old-mine-cut-diamonds-up-to-200ct-18k-gold/id-j_27019822/,"Diamond , Pearl",Old Mine,,G,2.00,18k Gold,,18k,5.25,Ring,1stdibs
ICA 18K Gold Oval 1.62ct F1 Emerald & 0.30ct Brilliant Diamond Fine Ring,"$2,115 Sale Price",https://www.1stdibs.com/jewelry/rings/three-stone-rings/ica-18k-gold-oval-162ct-f1-emerald-030ct-brilliant-diamond-fine-ring/id-j_26031112/,"Diamond , Emerald",Oval,,G,1.62,18k Gold,,18k,6.75,Ring,1stdibs
Antique 15ct Gold Victorian Amethyst Diamond Opal Ruby and Emerald Acrostic Ring,"$1,370",https://www.1stdibs.com/jewelry/rings/fashion-rings/antique-15ct-gold-victorian-amethyst-diamond-opal-ruby-emerald-acrostic-ring/id-j_26042752/,"Amethyst , Diamond , Emerald , Opal , Ruby",Round,,,15,"Gold , 15k Gold",,15k,7.25,Ring,1stdibs
Antique 18ct Gold & Platinum Edwardian Diamond Upfinger Figure Eight Shaped Ring,"$2,059",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-18ct-gold-platinum-edwardian-diamond-upfinger-figure-eight-shaped-ring/id-j_26023292/,Diamond,Brilliant,,,18,Platinum,,,8,Ring,1stdibs
18K Gold 0.83ct Oval Red Ruby & 0.25ct Diamond Unisex Band Ring,"$1,550 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/18k-gold-083ct-oval-red-ruby-025ct-diamond-unisex-band-ring/id-j_26010732/,"Diamond , Ruby",Oval,,G,0.83,18k Gold,,18k,6.75,Ring,1stdibs
"Antique 18ct Gold Victorian Ruby & Diamond Band Ring, Hallmarked Birmingham 1890","$1,095",https://www.1stdibs.com/jewelry/rings/band-rings/antique-18ct-gold-victorian-ruby-diamond-band-ring-hallmarked-birmingham-1890/id-j_26070952/,"Diamond , Ruby",Old European,,,18,"Gold , 18k Gold",,18k,7.25,Ring,1stdibs
"Vintage 18ct Gold, 1960s Sapphire & Diamond Cluster Ring","$1,722",https://www.1stdibs.com/jewelry/rings/cluster-rings/vintage-18ct-gold-1960s-sapphire-diamond-cluster-ring/id-j_26022812/,"Diamond , Sapphire",Round,,,18,"Gold , 18k Gold",,18k,5.25,Ring,1stdibs
IGI 18K 7.00 Ct Natural Vivid Green Emerald&Diamonds Antique Engagement Ring,"$7,500 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/igi-18k-700-ct-natural-vivid-green-emeralddiamonds-antique-engagement-ring/id-j_26926192/,"Emerald , Diamond",Emerald,,,7,"White Gold , 18k Gold , Gold",White,18k,6.5,Ring,1stdibs
"303 / 5.000 Shuttle ring, Italy, emerald and cubic zirconia, 925 silver","$1,285 Sale Price",https://www.1stdibs.com/jewelry/rings/fashion-rings/303-5000-shuttle-ring-italy-emerald-cubic-zirconia-925-silver/id-v_26658482/,Emerald,Emerald,,G,,Silver,,,8,Ring,1stdibs
Bochic “Orient” Vintage Peridot & Green Amethyst Ring Set In 18K Gold & Silver,"$1,024 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/bochic-orient-vintage-peridot-green-amethyst-ring-set-18k-gold-silver/id-j_27097662/,"Amethyst , Peridot",Brilliant,,,,"18k Gold , Silver",,18k,6.5,Ring,1stdibs
GIA Certified 3.53 Carat Natural Fancy Yellow Cushion Diamond Engagement Ring,"$36,000",https://www.1stdibs.com/jewelry/rings/engagement-rings/gia-certified-353-carat-natural-fancy-yellow-cushion-diamond-engagement-ring/id-j_15146932/,"Diamond , Yellow Diamond",Cushion,,M,3.53,Platinum,,,6,Ring,1stdibs
TIFFANY & Co. Etoile Platinum Diamond 4mm Band Ring 7,"$2,300",https://www.1stdibs.com/jewelry/rings/wedding-rings/tiffany-co-etoile-platinum-diamond-4mm-band-ring-7/id-j_26147972/,Diamond,Round,,,,Platinum,,,7,Ring,1stdibs
Antique Ring natural 10ct Aquamarine solid 18K Gold Ø7.25 US / 5 gr,"$2,300",https://www.1stdibs.com/jewelry/rings/cocktail-rings/antique-ring-natural-10ct-aquamarine-solid-18k-gold-725-us-5-gr/id-j_26419882/,Aquamarine,Oval,,G,10,18k Gold,,18k,7.25,Ring,1stdibs
Belle Epoque Pearl and Old Cut Diamond Ring of Platinum and 12k Gold,"$2,520",https://www.1stdibs.com/jewelry/rings/cocktail-rings/belle-epoque-pearl-old-cut-diamond-ring-platinum-12k-gold/id-j_27287952/,"Diamond , Pearl",Ball,,G,,Platinum,,12k,3.75,Ring,1stdibs
Bochic “Orient” Vintage Sapphire Vintage Cluster Ring Set In 18K Gold & Silver,"$1,000 Sale Price",https://www.1stdibs.com/jewelry/rings/cluster-rings/bochic-orient-vintage-sapphire-vintage-cluster-ring-set-18k-gold-silver/id-j_27362152/,"Blue Sapphire , Sapphire",Brilliant,,,,"18k Gold , Silver",,18k,6,Ring,1stdibs
Antique Georgian Style 18K Yellow Gold Ochre Glass Baronet Intaglio Signet Ring,"$2,600",https://www.1stdibs.com/jewelry/rings/signet-rings/antique-georgian-style-18k-yellow-gold-ochre-glass-baronet-intaglio-signet-ring/id-j_25125802/,,,,G,,"18k Gold , Yellow Gold",Yellow,18k,6,Ring,1stdibs
10 Carat Each Round Diamond Stud Earrings,"$454,250",https://www.1stdibs.com/jewelry/earrings/stud-earrings/10-carat-each-round-diamond-stud-earrings/id-j_13371632/,Diamond,Round,,,10,Platinum,,,,Earring,1stdibs
3.9 Carat Diamond Pave Multi Layer Ear Cuff Earrings 14 Karat White Gold Jewelry,"$6,160 Sale Price / set",https://www.1stdibs.com/jewelry/earrings/stud-earrings/39-carat-diamond-pave-multi-layer-ear-cuff-earrings-14-karat-white-gold-jewelry/id-j_20260272/,Diamond,Round,,G,3.9,"White Gold , 14k Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/syna-yellow-gold-blue-topaz-moon-quartz-earrings/id-j_27095252/,"Quartz , Topaz , Blue Topaz",Cabochon,,,,"18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
Victorian 20K Yellow Gold 8.40 Carat Old European Diamond Drop Earrings,"$55,000",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/victorian-20k-yellow-gold-840-carat-old-european-diamond-drop-earrings/id-j_25945612/,Diamond,Old European,,G,8.40,Yellow Gold,Yellow,20k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/18k-white-gold-av-9mm-tahitian-black-pearls-035ct-diamond-vine-earrings/id-j_27215982/,"Diamond , Pearl , Black Pearl , South Sea Pearl",Bead,,G,,"Gold , 18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/14ct-white-gold-diamond-cluster-stud-earrings-circa-2000/id-j_27220572/,Diamond,Brilliant,,,0.7,"14k Gold , White Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-14k-vienna-austro-hungarian-old-european-cut-diamond-dormeuse-earrings/id-j_27152732/,Diamond,Old European,,G,,14k Gold,,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/set-18k-gold-660-carats-tourmaline-black-onyx-diamonds-dangle-earrings/id-j_27385442/,"Diamond , Onyx , Tourmaline",Emerald,,G,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/18ct-white-gold-1940s-cabochon-emerald-diamond-daisy-cluster-drop-earrings/id-j_27102602/,"Diamond , Emerald",Cabochon,,,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/18k-white-gold-125mm-golden-south-sea-pearl-069ct-diamond-dangle-earrings/id-j_27068562/,"Diamond , Pearl , South Sea Pearl",Bead,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-french-hallmarked-18ct-white-gold-diamond-drop-earrings-circa-1920/id-j_27049752/,Diamond,Brilliant,,,0.5,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/pear-natural-emerald-stud-earrings-pear-shape-diamond-14k-white-gold-jewelry/id-j_19186222/,"Diamond , Emerald",Pear,,G,,"14k Gold , White Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/073-carat-si-h-baguette-round-brilliant-cut-diamond-earrings-18k-white-gold/id-j_24382462/,Diamond,Baguette,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/18k-black-gold-11mm-golden-south-sea-pearl-190ct-pink-sapphire-dangle-earring/id-j_27074342/,"Pearl , South Sea Pearl , Pink Sapphire",Bead,,G,,"18k Gold , White Gold , Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/gia-certified-2000-carats-f-vs1-pear-shape-diamonds-platinum-gold-earrings/id-j_26368012/,Diamond,Pear,,,,Platinum,,,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/mid-century-14k-gold-carved-amethyst-grey-pearl-diamond-drop-earrings/id-j_27263782/,"Amethyst , Diamond , Pearl",Round,,G,,14k Gold,,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/18k-black-gold-107mm-tahitian-greenish-black-pearl-199ct-diamond-earrings/id-j_27016822/,"Diamond , Pearl , Black Pearl , South Sea Pearl , Black Diamond",Bead,,G,,"Gold , 18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/clip-on-earrings/18k-white-gold-9mm-white-south-sea-pearl-018ct-diamond-clip-stud-earrings/id-j_26999322/,"Diamond , Pearl , South Sea Pearl",Bead,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/lever-back-earrings/victorian-18-karat-gold-old-cut-diamond-blue-enamel-star-lever-back-earrings/id-j_27318572/,Diamond,Mixed,,G,,"Gold , Enamel",,,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-18ct-gold-platinum-edwardian-2-carat-diamond-drop-dangle-earrings/id-j_26896092/,Diamond,Brilliant,,,2,Platinum,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/michael-kneebone-blue-spinel-south-seas-pearl-sapphire-diamond-dangle-earrings/id-j_27099292/,"Diamond , South Sea Pearl , Sapphire , Spinel",Mixed,,,,14k Gold,,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/coral-emeralds-onyx-diamonds-platinum-dangle-earrings/id-j_27319012/,"Coral , Diamond , Emerald , Onyx",Mixed,,G,,Platinum,,,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/18k-white-gold-marquise-shaped-diamond-butterfly-cluster-pearl-drop-earrings/id-j_27177272/,"Diamond , Pearl",Marquise,,G,,"Gold , 18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/zambian-emerald-gemstone-stud-earrings-si-h-diamond-14-karat-white-gold-jewelry/id-j_24985452/,"Diamond , Emerald",Emerald,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/old-mine-cut-diamond-earrings-18-karat-yellow-gold/id-j_23062852/,Diamond,Old Mine,,,,Yellow Gold,Yellow,,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/gia-certified-410-carats-diamond-stud-earrings-round-brilliant-white-gold/id-j_13870532/,"Diamond , White Diamond",Brilliant,,,4.1,"White Gold , 14k Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/antique-19th-cent-creole-earrings-solid-18k-gold-25-gr/id-j_27085392/,,,,G,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/hoop-earrings/tiffany-co-elsa-peretti-18k-gold-wing-vintage-earrings-ear-climbers/id-j_27210102/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/french-18ct-white-gold-580-carat-heart-shaped-natural-diamond-stud-earrings/id-j_26781432/,Diamond,Heart,,,5.8,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/tiffany-co-victoria-platinum-064ct-diamond-earrings/id-j_26833472/,Diamond,Marquise,,,,Platinum,,,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/tiffany-co-elsa-peretti-18k-gold-diamond-starfish-earrings/id-j_26833292/,Diamond,Round,,,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/18k-gold-330ct-blue-sapphires-032ct-diamond-flower-motif-stud-earrings/id-j_26734512/,"Diamond , Blue Sapphire",Pear,,G,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-18ct-yellow-gold-1920s-diamond-pearl-drop-earrings/id-j_26699362/,"Diamond , Pearl",Brilliant,,,0.4,"18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/ethiopian-opal-emeralds-pink-sapphire-tanzanite-diamonds-chandelier-earring/id-j_27362232/,"Diamond , Emerald , Opal , Pink Sapphire , Tanzanite",Pear,,G,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/hoop-earrings/18k-gold-diamond-unusual-comedy-mask-motif-earrings/id-j_26030202/,Diamond,Brilliant,,,0.48,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/triple-oval-18k-yellow-gold-cluster-stud-earrings/id-j_26718362/,,,,,1.8,Platinum,White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/lever-back-earrings/antique-274ct-dormeuse-old-european-cut-diamond-earrings/id-j_22563332/,Diamond,Old European,,,2.74,"Gold , 18k Gold , Yellow Gold , Silver",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/18k-gold-1ct-oval-vivid-red-ruby-036ct-diamond-sunbusrt-stud-earring/id-j_26669152/,"Diamond , Ruby",Oval,,G,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/hoop-earrings/gucci-18k-yellow-gold-bamboo-huggie-hoop-earrings-22977/id-j_27324392/,,,,G,,"18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/hoop-earrings/tiffany-co-elsa-peretti-18k-gold-teardrop-hoop-earrings/id-j_26663442/,,,,,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/emma-chapman-pearl-emerald-18k-yellow-gold-silver-dangle-earrings/id-j_27399382/,"Emerald , Pearl",Cabochon,,,,"18k Gold , Silver , Sterling Silver , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/earrings-onyx-single-cut-diamonds-up-to-042ct-62-gram-14k-yellow-gold/id-j_27132572/,"Diamond , Onyx",Single,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/lever-back-earrings/1930-russian-earrings-rubies-33-ctw-ural-demantoid-solid-14k-rose-gold-54-gr/id-j_26767702/,"Diamond , Ruby",Old European,,G,,"14k Gold , Rose Gold",Rose,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/turquoise-diamonds-white-gold-18-karat-drop-earrings/id-j_27278002/,"Diamond , Turquoise",Brilliant,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/mother-pearl-diamonds-coral-onyx-white-gold-18-karat-drop-earrings/id-j_27277912/,"Coral , Diamond , Onyx",Brilliant,,G,,"18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/bochic-capri-vintage-ruby-multi-pastel-opals-earrings-set-18k-gold-silv/id-j_27209572/,"Opal , Ruby",Antique Cushion,,,,18k Gold,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/18k-white-gold-natural-gia-certified-diamond-stud-earrings-093-carats/id-j_25590232/,Diamond,Round,,G,,"Gold , 18k Gold , White Gold",White,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/stud-earrings/diamond-bow-stud-earrings-14k-white-gold-215-carats-total/id-j_27054772/,Diamond,Round,,,2.15,"14k Gold , White Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-bamboo-design-earrings-9k-gold-c1920/id-j_26528792/,,,,G,,"Gold , 9k Gold",,9k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-18ct-gold-platinum-french-edwardian-diamond-dormeuse-drop-earrings/id-j_26487792/,Diamond,Brilliant,,,0.75,Platinum,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/kabana-14k-yellow-gold-mother-pearl-post-dangle-earrings/id-j_26752392/,Pearl,Mixed,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/clip-on-earrings/bochic-orient-vintage-bubble-ruby-earrings-set-18k-gold-silver/id-j_27191052/,Ruby,Cabochon,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/14k-yellow-gold-colombian-cabochon-emerald-diamond-drop-bezel-set-earrings/id-j_27059402/,"Diamond , Emerald",Cabochon,,G,,"Gold , 14k Gold , Yellow Gold",Yellow,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/dangle-earrings/aquamarine-earrings-vintage-diamond-blue-sapphire-14-karat-white-gold-dangle/id-j_27213312/,"Diamond , Aquamarine , Blue Sapphire",Mixed,,G,,"14k Gold , White Gold",White,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/14k-yellow-gold-ceylon-cabochon-sapphire-diamond-bezel-set-stud-earrings/id-j_27031832/,"Diamond , Sapphire , Blue Sapphire",Cabochon,,G,,"Gold , 14k Gold , Yellow Gold",Yellow,14k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/antique-18ct-gold-platinum-edwardian-sapphire-diamond-target-drop-earrings/id-j_26228242/,"Diamond , Sapphire",Mixed,,,,Platinum,,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/clip-on-earrings/vintage-tiffany-co-sculpted-knot-earrings-clip-on-18k-yellow-gold-jewelry/id-j_27358802/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
,,https://www.1stdibs.com/jewelry/earrings/drop-earrings/golden-leaf-drop-earrings-natural-malachite-handcrafted-14k-gold/id-j_27110012/,Malachite,Cabochon,,G,,14k Gold,,14k,,Earring,1stdibs
